Active users,New users,Message rate,Media sharing,Spam ratio,User sentiment,Server load,Time of day,Latency,Bandwidth usage,Traffic state,Optimal Route,Message type
16421,1011,1901,0.45,0.03,positive,28,Afternoon,168,139.91,High,Route C,text
25140,936,1854,0.51,0.23,negative,25,Morning,117,187.26,High,Route B,text
29845,1338,2263,0.4,0.08,neutral,33,Morning,73,222.74,Medium,Route C,text
27210,1407,997,0.28,0.08,neutral,38,Night,49,185.99,Medium,Route B,spam
49564,12,9126,0.2,0.09,negative,91,Evening,123,345.82,Medium,Route C,video
40904,1703,1841,0.19,0.04,positive,42,Evening,43,245.47,Medium,Route B,text
19239,703,2466,0.48,0.03,positive,32,Evening,24,174.43,Low,Route A,text
41814,2297,4750,0.21,0.09,neutral,65,Evening,95,285.97,Medium,Route A,text
43235,2430,1252,0.06,0.03,positive,44,Evening,66,221.9,Medium,Route A,text
28677,2762,3212,0.42,0.03,positive,48,Afternoon,44,234.83,Medium,Route A,text
34614,796,6460,0.49,0.06,neutral,49,Evening,83,289.06,High,Route C,text
19141,1809,2079,0.58,0.02,positive,15,Evening,49,174.86,Medium,Route A,text
40777,2769,917,0.11,0.05,neutral,40,Evening,50,210.29,Low,Route A,image
15625,1559,2572,0.19,0.01,positive,37,Evening,53,111.41,Medium,Route B,text
30030,1084,2044,0.23,0.21,negative,48,Night,88,198.08,High,Route A,image
45399,1065,3687,0.49,0.03,positive,60,Evening,75,294.03,Medium,Route B,text
24928,863,2753,0.32,0.08,negative,33,Night,149,189.65,High,Route C,text
21600,1371,1834,0.23,0.1,negative,40,Afternoon,92,131.47,High,Route C,spam
43567,2226,3037,0.4,0.08,neutral,66,Evening,48,268.58,Low,Route A,text
27538,1138,4886,0.19,0.08,negative,43,Evening,41,204.05,Low,Route A,image
904,68,67,0.36,0.19,negative,10,Afternoon,23,58.47,Medium,Route A,text
28786,1225,629,0.46,0.09,neutral,16,Evening,19,208.54,Medium,Route C,image
33658,2517,5048,0.42,0.04,neutral,34,Night,62,274.37,Medium,Route A,text
13658,1111,365,0.11,0.01,positive,10,Morning,23,90.33,Low,Route A,text
47631,3204,4353,0.24,0.16,negative,70,Afternoon,42,298.05,Medium,Route A,text
35165,3270,6580,0.55,0.04,positive,44,Evening,75,277.98,Medium,Route C,spam
14410,858,746,0.27,0.02,positive,20,Morning,22,103.55,Low,Route A,text
31440,2328,4866,0.43,0.05,neutral,51,Evening,21,267.6,Low,Route A,image
14238,1169,1460,0.59,0.19,negative,30,Night,36,131.21,Medium,Route B,image
31417,760,1896,0.58,0.01,positive,50,Night,24,228.94,Low,Route A,text
45449,3083,1520,0.05,0.08,negative,43,Morning,117,254.52,High,Route C,text
44507,3478,7883,0.41,0.05,positive,69,Night,78,357.62,Medium,Route A,text
40186,2214,1735,0.07,0.01,positive,42,Night,43,233.31,Low,Route A,text
44294,479,3679,0.35,0.24,negative,68,Morning,36,295.63,Low,Route A,text
13023,220,681,0.29,0.14,negative,10,Evening,17,119.83,Medium,Route A,image
4303,61,230,0.45,0.04,positive,10,Morning,55,56.46,High,Route C,image
13143,126,1079,0.28,0.19,negative,10,Night,101,90.09,High,Route C,image
37466,2259,1003,0.47,0.01,positive,38,Afternoon,89,253.03,High,Route C,text
26412,2561,4675,0.55,0.09,negative,43,Night,36,232.79,Low,Route B,spam
3954,310,582,0.18,0.08,negative,20,Afternoon,36,61.37,Medium,Route B,video
37135,1324,3064,0.12,0.06,neutral,60,Morning,24,225.73,Low,Route C,text
8193,711,1266,0.53,0.1,neutral,18,Evening,84,107.51,High,Route A,image
20297,1531,422,0.07,0.01,positive,29,Morning,34,99.34,Low,Route A,image
17259,1680,502,0.28,0.02,positive,10,Night,9,124.94,Low,Route A,image
10712,548,1249,0.37,0.05,neutral,23,Evening,40,105.52,Medium,Route C,text
4225,226,102,0.21,0.09,neutral,10,Night,42,33.97,High,Route C,image
48024,2414,8970,0.59,0.21,negative,68,Evening,43,386.0,Medium,Route C,image
36012,2883,2377,0.28,0.03,positive,55,Morning,75,216.57,High,Route B,text
13465,35,1925,0.18,0.04,neutral,10,Afternoon,61,103.61,High,Route A,text
22193,362,3660,0.12,0.13,negative,32,Afternoon,53,167.98,Medium,Route C,text
43071,3438,6215,0.38,0.09,negative,75,Evening,136,319.55,High,Route B,text
31236,2974,663,0.1,0.24,negative,33,Afternoon,36,161.92,Low,Route A,spam
34534,3073,3679,0.34,0.07,neutral,33,Afternoon,44,251.19,Low,Route A,text
44912,1652,7523,0.52,0.01,positive,71,Evening,37,353.69,Low,Route A,text
41474,1227,3135,0.29,0.02,positive,59,Afternoon,168,276.23,High,Route B,spam
25245,2330,1840,0.27,0.16,negative,45,Afternoon,93,187.65,Medium,Route A,text
32983,2448,5040,0.35,0.04,positive,54,Morning,23,247.77,Low,Route A,spam
47063,4188,5335,0.08,0.03,neutral,53,Night,142,301.08,High,Route C,video
30467,1767,2960,0.47,0.02,positive,44,Night,147,244.49,High,Route B,text
17901,1074,959,0.23,0.02,positive,19,Night,16,124.27,Low,Route B,image
40868,2186,3544,0.51,0.09,negative,51,Morning,68,299.01,Medium,Route B,video
3046,186,167,0.26,0.08,neutral,11,Evening,52,29.34,High,Route C,spam
14645,419,2253,0.18,0.04,positive,30,Morning,93,107.83,High,Route B,image
12943,1267,2162,0.58,0.15,negative,17,Afternoon,110,141.14,High,Route C,text
15312,792,1211,0.35,0.03,positive,17,Morning,36,114.55,Low,Route C,video
25208,156,2406,0.29,0.13,negative,40,Night,57,192.38,Medium,Route C,text
6987,597,1120,0.39,0.1,neutral,10,Morning,74,95.16,High,Route C,text
32815,46,4903,0.12,0.14,negative,43,Morning,66,244.7,High,Route C,video
9834,863,1735,0.45,0.05,neutral,12,Night,67,126.63,High,Route C,spam
41964,1438,7127,0.22,0.04,positive,53,Afternoon,30,321.07,Low,Route C,image
27768,2367,5440,0.18,0.23,negative,51,Night,72,207.0,Medium,Route C,text
17135,1375,818,0.2,0.13,negative,20,Morning,136,107.21,High,Route C,text
6829,110,1321,0.2,0.03,positive,17,Night,69,67.4,High,Route C,video
43872,1089,5234,0.45,0.05,neutral,72,Morning,167,322.5,High,Route C,spam
22165,485,950,0.59,0.1,neutral,28,Morning,83,177.93,High,Route C,spam
29205,2163,5795,0.16,0.04,positive,40,Evening,27,222.26,Low,Route C,video
26294,2193,4478,0.17,0.05,neutral,40,Evening,45,179.33,Medium,Route C,text
30806,2754,1721,0.24,0.09,neutral,30,Afternoon,140,181.03,High,Route C,spam
3454,214,177,0.36,0.03,positive,10,Night,14,47.81,Low,Route A,image
23696,1410,1169,0.27,0.07,neutral,17,Afternoon,31,168.13,Low,Route C,text
49478,3279,5601,0.19,0.08,neutral,55,Morning,53,332.64,Medium,Route C,text
25333,20,2950,0.09,0.03,neutral,39,Evening,34,175.82,Medium,Route C,video
22329,1175,753,0.18,0.08,neutral,16,Afternoon,50,118.79,High,Route C,spam
13975,369,2424,0.39,0.03,neutral,29,Afternoon,68,121.13,Medium,Route A,video
21311,1565,512,0.23,0.04,neutral,10,Morning,10,129.98,Low,Route A,text
945,49,82,0.41,0.04,positive,10,Evening,12,33.86,Low,Route C,text
1828,166,81,0.45,0.19,negative,10,Morning,28,45.64,Medium,Route B,text
38605,301,2546,0.13,0.04,neutral,44,Evening,25,217.77,Low,Route B,image
41149,1956,1205,0.19,0.02,positive,34,Afternoon,25,251.47,Low,Route A,spam
43407,117,8395,0.27,0.11,negative,62,Morning,136,314.54,High,Route C,spam
47421,819,7018,0.37,0.1,neutral,54,Night,95,335.51,Medium,Route B,image
32753,2604,4282,0.12,0.12,negative,44,Evening,58,216.13,Medium,Route A,video
25384,2329,5043,0.2,0.04,positive,36,Morning,102,198.94,High,Route C,spam
38361,713,3232,0.2,0.03,positive,33,Afternoon,60,235.23,Medium,Route C,text
26133,2579,2879,0.13,0.05,positive,41,Morning,41,186.54,Low,Route A,text
17731,1089,3053,0.58,0.19,negative,27,Morning,16,187.43,Low,Route B,text
44454,3699,6917,0.24,0.07,neutral,72,Night,58,304.67,Low,Route A,text
26070,1846,4347,0.51,0.07,neutral,44,Morning,64,237.37,Medium,Route B,video
8136,98,476,0.45,0.24,negative,21,Night,45,101.1,Low,Route A,video
24499,1077,2115,0.29,0.1,negative,40,Evening,94,171.03,High,Route A,text
48984,1264,3733,0.11,0.23,negative,64,Evening,48,279.94,Low,Route A,image
3309,278,565,0.23,0.08,neutral,10,Afternoon,46,65.05,Low,Route A,text
21564,1892,1692,0.44,0.19,negative,30,Night,19,184.46,Low,Route A,text
10665,620,1533,0.06,0.04,positive,10,Afternoon,12,61.5,Low,Route A,text
35827,2315,6660,0.57,0.19,negative,61,Night,49,315.29,Low,Route A,text
25021,2497,878,0.55,0.01,positive,12,Evening,37,178.86,Medium,Route B,text
11345,334,354,0.35,0.04,positive,17,Evening,29,102.03,Low,Route A,spam
7283,651,1020,0.58,0.09,negative,10,Afternoon,19,112.49,Low,Route A,video
5316,187,280,0.35,0.07,neutral,10,Evening,74,68.93,Medium,Route B,text
32732,3158,3620,0.48,0.17,negative,46,Night,121,258.94,High,Route B,spam
13884,753,1316,0.32,0.05,positive,26,Morning,59,116.92,Medium,Route A,text
41298,1871,4299,0.1,0.04,neutral,43,Afternoon,125,260.74,High,Route C,video
10316,368,1835,0.32,0.18,negative,30,Morning,163,96.37,High,Route B,image
40632,2066,4567,0.54,0.22,negative,61,Evening,136,319.59,High,Route C,image
32457,2379,6220,0.42,0.06,neutral,61,Night,60,270.51,Low,Route A,video
15856,199,1826,0.06,0.13,negative,22,Evening,14,112.22,Low,Route C,text
47538,3888,2834,0.15,0.04,positive,64,Evening,59,287.88,Medium,Route A,text
21384,1571,4224,0.15,0.1,negative,21,Morning,32,157.14,Medium,Route C,spam
40387,2159,1569,0.11,0.1,negative,35,Night,35,220.61,Low,Route B,text
32103,3143,3664,0.28,0.08,neutral,38,Morning,90,224.47,High,Route C,image
29842,1698,1467,0.37,0.03,positive,42,Morning,28,189.78,Low,Route A,spam
7893,169,1505,0.36,0.03,neutral,22,Evening,17,108.26,Low,Route A,spam
1070,37,150,0.58,0.01,positive,10,Night,43,51.78,Medium,Route B,text
41041,3176,4669,0.16,0.09,neutral,64,Evening,66,269.23,Medium,Route B,text
4770,175,556,0.48,0.18,negative,19,Night,21,73.69,Low,Route A,video
33624,1094,1180,0.28,0.09,neutral,34,Afternoon,21,221.28,Low,Route A,spam
40483,3452,3188,0.49,0.05,positive,58,Morning,114,279.55,High,Route C,text
32308,540,5372,0.14,0.02,positive,41,Afternoon,27,223.47,Medium,Route A,image
38386,2399,6840,0.5,0.11,negative,55,Morning,59,305.79,Low,Route C,text
10642,655,1863,0.54,0.04,positive,16,Afternoon,12,112.2,Low,Route A,text
23526,1689,643,0.45,0.05,positive,18,Night,33,169.36,Medium,Route A,text
13388,1171,2427,0.18,0.23,negative,28,Afternoon,74,89.56,Medium,Route A,image
2549,83,152,0.24,0.24,negative,10,Afternoon,27,34.57,Low,Route A,image
20842,1777,3532,0.6,0.03,positive,22,Evening,136,197.12,High,Route A,text
26374,372,5108,0.31,0.04,neutral,35,Morning,54,197.93,Medium,Route B,text
12038,946,2275,0.36,0.04,positive,14,Evening,39,108.76,High,Route C,spam
36923,1312,4681,0.1,0.15,negative,50,Night,86,261.14,Medium,Route B,text
14595,395,478,0.2,0.05,positive,20,Afternoon,31,94.75,Low,Route A,text
7243,181,155,0.12,0.03,positive,10,Afternoon,18,54.43,Low,Route B,video
43113,3809,4404,0.08,0.12,negative,55,Morning,34,260.36,Low,Route A,text
13295,545,1899,0.45,0.06,neutral,15,Afternoon,88,124.33,High,Route C,text
35104,1410,4260,0.56,0.04,positive,35,Morning,24,262.52,Low,Route C,spam
34798,2351,6559,0.47,0.15,negative,65,Afternoon,54,268.97,Low,Route B,text
10609,579,2080,0.49,0.03,neutral,28,Night,49,125.95,Medium,Route A,video
31011,887,3067,0.16,0.09,neutral,27,Afternoon,138,217.54,High,Route C,text
23293,1081,777,0.35,0.23,negative,11,Morning,61,168.03,Medium,Route A,video
710,44,94,0.51,0.16,negative,10,Evening,63,46.62,Medium,Route B,video
47766,2812,3533,0.54,0.09,neutral,62,Afternoon,53,323.3,Medium,Route B,image
8250,686,1462,0.52,0.2,negative,10,Morning,37,97.61,Medium,Route B,text
42752,1957,4721,0.29,0.03,neutral,56,Evening,73,277.82,Medium,Route C,text
27381,2091,1536,0.42,0.11,negative,36,Afternoon,25,185.25,Low,Route C,video
16482,1130,2009,0.39,0.04,neutral,12,Night,37,149.94,High,Route C,image
44435,4158,3999,0.12,0.18,negative,69,Afternoon,62,271.25,Medium,Route A,text
34770,105,957,0.42,0.04,positive,45,Afternoon,129,243.64,High,Route C,text
46389,4542,2666,0.48,0.16,negative,66,Evening,41,319.36,Low,Route C,spam
4032,384,737,0.08,0.01,positive,10,Afternoon,22,54.5,Medium,Route B,image
36993,2171,3581,0.31,0.03,neutral,50,Afternoon,159,251.19,High,Route C,text
43995,4303,6826,0.38,0.03,positive,62,Evening,113,322.64,Medium,Route B,spam
7248,212,820,0.18,0.06,neutral,10,Evening,29,75.15,Medium,Route A,text
37102,797,6757,0.45,0.04,positive,55,Night,36,288.44,Low,Route A,text
40122,149,7305,0.33,0.2,negative,67,Morning,93,315.8,Medium,Route C,text
16580,1344,527,0.25,0.04,positive,10,Evening,132,111.51,High,Route A,text
8550,387,1479,0.56,0.13,negative,19,Night,75,94.48,Medium,Route B,video
42927,3312,3063,0.27,0.16,negative,65,Evening,33,271.56,Low,Route A,spam
24883,1387,3536,0.15,0.04,positive,40,Evening,147,157.59,High,Route B,text
15308,1203,2667,0.31,0.12,negative,25,Afternoon,28,124.41,Medium,Route B,image
44354,1746,2457,0.59,0.05,positive,54,Night,55,316.64,Low,Route B,text
44607,1739,3908,0.07,0.04,neutral,56,Morning,32,262.83,Low,Route A,image
2817,174,479,0.37,0.08,neutral,18,Morning,86,59.87,High,Route C,text
34836,2996,4311,0.29,0.03,positive,45,Evening,39,249.0,Medium,Route A,image
7981,767,582,0.15,0.09,negative,10,Evening,65,67.57,Medium,Route A,text
15719,1229,1404,0.28,0.13,negative,27,Morning,34,117.67,Low,Route A,video
33666,616,5490,0.59,0.04,positive,63,Night,80,289.1,Medium,Route C,video
33895,1758,1512,0.56,0.2,negative,52,Morning,81,244.06,Medium,Route C,text
27648,2597,2373,0.11,0.03,positive,42,Morning,34,185.52,Low,Route B,text
43258,785,2628,0.3,0.08,negative,43,Night,158,259.48,High,Route A,text
1682,43,232,0.24,0.04,neutral,11,Afternoon,59,20.95,High,Route C,video
27356,2223,3994,0.32,0.03,positive,24,Night,36,193.99,Medium,Route B,text
2367,234,201,0.08,0.23,negative,10,Afternoon,51,27.9,Medium,Route B,spam
6506,170,798,0.58,0.05,positive,10,Evening,81,96.61,High,Route B,text
28462,2050,4633,0.3,0.18,negative,42,Morning,76,208.56,Medium,Route A,text
7625,285,183,0.34,0.13,negative,10,Evening,21,69.96,Low,Route A,text
12562,378,1692,0.35,0.05,neutral,31,Night,40,117.15,Medium,Route B,text
3390,206,226,0.18,0.13,negative,10,Morning,40,25.1,Low,Route A,video
41329,2821,5308,0.18,0.15,negative,58,Evening,38,276.78,Low,Route A,text
4174,178,453,0.55,0.17,negative,10,Night,20,86.05,Medium,Route A,text
22800,727,3428,0.3,0.04,positive,25,Afternoon,33,162.86,Medium,Route C,spam
35007,1144,6519,0.15,0.1,negative,68,Night,246,238.67,High,Route A,text
42523,831,3726,0.59,0.05,neutral,52,Afternoon,22,324.17,Low,Route A,video
17489,69,3076,0.39,0.04,positive,14,Evening,19,173.06,Medium,Route C,image
5256,330,178,0.56,0.15,negative,10,Morning,44,84.86,Medium,Route B,text
14690,1032,1621,0.48,0.02,positive,10,Night,62,148.56,Medium,Route B,text
19350,86,3195,0.27,0.1,neutral,34,Afternoon,132,142.66,High,Route C,text
6819,95,378,0.29,0.14,negative,10,Night,64,58.6,High,Route C,text
1701,158,251,0.32,0.08,negative,10,Evening,66,27.41,Medium,Route B,text
33876,2212,5450,0.08,0.05,positive,38,Afternoon,18,235.69,Low,Route A,text
14447,979,672,0.38,0.09,negative,19,Afternoon,15,118.66,Low,Route A,video
49513,1869,2596,0.26,0.13,negative,48,Afternoon,59,306.78,Low,Route C,text
15035,581,911,0.51,0.08,negative,24,Night,53,131.94,Medium,Route B,text
21178,1395,579,0.28,0.02,positive,11,Night,40,142.64,Medium,Route A,text
26113,1881,3150,0.37,0.02,positive,32,Morning,22,181.03,Low,Route A,text
12171,984,875,0.58,0.03,positive,10,Morning,39,127.3,Low,Route A,text
46877,3835,6721,0.31,0.18,negative,77,Afternoon,53,325.34,Medium,Route A,spam
19824,702,829,0.33,0.03,positive,29,Evening,28,148.84,Low,Route A,spam
6641,485,414,0.18,0.08,neutral,10,Afternoon,33,44.41,Medium,Route B,image
30905,2050,5469,0.21,0.02,positive,39,Evening,50,248.1,Medium,Route A,text
45850,3035,8449,0.39,0.23,negative,82,Morning,31,334.0,Low,Route A,video
32853,3167,4857,0.1,0.09,neutral,51,Afternoon,68,221.95,Medium,Route A,image
18891,558,3021,0.28,0.04,positive,21,Afternoon,81,171.5,High,Route B,text
22265,357,990,0.19,0.03,positive,15,Evening,147,155.49,High,Route C,image
44905,3181,3005,0.54,0.16,negative,65,Afternoon,53,323.97,Medium,Route B,text
42531,1093,7596,0.31,0.05,positive,50,Night,194,326.27,High,Route C,image
18882,279,942,0.47,0.02,positive,10,Night,20,142.72,Low,Route B,image
17018,884,3280,0.49,0.08,neutral,18,Evening,53,180.61,Medium,Route C,text
47845,2888,4775,0.6,0.19,negative,70,Afternoon,34,345.58,Low,Route B,text
22912,651,3125,0.48,0.05,neutral,28,Afternoon,65,206.36,Medium,Route B,text
28675,2848,1109,0.07,0.01,positive,20,Evening,61,169.04,High,Route C,text
13115,1118,2251,0.47,0.21,negative,28,Afternoon,122,141.73,High,Route C,video
40800,1815,1326,0.2,0.09,neutral,43,Evening,24,218.98,Low,Route A,text
30298,1881,2466,0.52,0.04,positive,38,Morning,83,213.12,Medium,Route C,text
10378,885,1702,0.19,0.15,negative,27,Night,22,88.36,Medium,Route B,text
17811,1235,872,0.43,0.04,positive,29,Night,49,150.57,Low,Route C,text
28319,608,3589,0.09,0.1,negative,41,Afternoon,29,173.35,Low,Route A,text
12316,1187,1000,0.41,0.03,positive,29,Morning,27,107.2,Low,Route B,text
45580,3876,7723,0.3,0.04,positive,77,Afternoon,44,330.73,Low,Route A,video
4962,405,395,0.41,0.1,negative,12,Night,73,56.39,High,Route C,text
24264,1222,2204,0.5,0.07,neutral,32,Morning,77,212.73,High,Route A,text
24283,447,1044,0.29,0.05,neutral,33,Night,95,146.43,High,Route C,text
18161,853,1576,0.12,0.04,positive,32,Evening,32,108.32,Low,Route A,video
40980,1662,1921,0.5,0.17,negative,45,Afternoon,35,290.05,Low,Route B,text
25140,2356,3131,0.1,0.1,negative,27,Afternoon,65,171.6,Medium,Route A,text
20584,1028,3386,0.07,0.07,neutral,23,Afternoon,53,142.17,Medium,Route C,text
46899,2260,1414,0.39,0.04,positive,46,Morning,130,289.76,High,Route C,text
1078,46,63,0.54,0.04,neutral,10,Night,58,74.64,High,Route A,image
40241,707,7376,0.19,0.01,positive,51,Morning,27,292.65,Low,Route A,text
8471,74,1611,0.55,0.04,positive,10,Morning,16,120.62,Low,Route A,video
3375,13,129,0.14,0.03,neutral,10,Morning,34,45.85,Medium,Route B,text
11429,1137,1488,0.2,0.07,neutral,10,Evening,27,107.1,Low,Route B,video
11309,513,1052,0.42,0.07,neutral,10,Morning,78,108.25,High,Route C,video
18686,829,2972,0.28,0.05,neutral,33,Afternoon,31,150.57,Low,Route B,text
16623,1175,2991,0.08,0.04,neutral,16,Morning,31,140.28,Low,Route A,text
44932,1827,4912,0.17,0.11,negative,53,Evening,34,307.11,Low,Route A,text
30787,2066,5354,0.22,0.04,positive,32,Afternoon,68,211.51,Medium,Route B,spam
2947,214,280,0.15,0.23,negative,18,Night,88,40.81,High,Route A,image
7680,696,1168,0.55,0.08,neutral,15,Night,67,116.8,High,Route C,image
18739,705,3419,0.28,0.19,negative,24,Evening,118,166.13,High,Route C,video
44167,2797,3256,0.39,0.03,positive,55,Afternoon,37,305.15,Low,Route B,text
39030,584,2483,0.54,0.21,negative,38,Afternoon,76,270.2,High,Route C,text
15352,63,1752,0.34,0.07,neutral,33,Night,154,108.46,High,Route A,text
40253,3234,2161,0.53,0.04,positive,58,Evening,122,287.5,High,Route C,text
48259,354,6566,0.48,0.09,neutral,77,Afternoon,62,356.13,Medium,Route B,video
1235,44,135,0.6,0.06,neutral,10,Night,124,59.69,High,Route C,video
12764,221,267,0.6,0.22,negative,10,Morning,19,124.72,Medium,Route A,text
35069,549,1284,0.58,0.05,positive,34,Afternoon,47,242.72,Medium,Route C,image
27289,1649,2759,0.42,0.13,negative,25,Morning,26,196.15,Low,Route A,video
26164,548,4262,0.3,0.19,negative,27,Afternoon,83,183.77,High,Route C,text
27014,567,5104,0.42,0.03,positive,55,Afternoon,64,218.5,Medium,Route A,text
31306,978,3665,0.1,0.24,negative,39,Afternoon,28,192.88,Low,Route A,text
34914,2419,1737,0.22,0.05,positive,46,Night,50,203.58,Low,Route C,text
13686,657,1058,0.1,0.03,neutral,20,Evening,106,82.92,High,Route C,video
8588,339,1664,0.49,0.08,neutral,21,Afternoon,83,91.07,High,Route A,text
35345,2974,835,0.07,0.04,positive,27,Evening,38,197.89,Medium,Route C,image
28962,1656,3168,0.26,0.09,neutral,41,Night,59,200.86,Medium,Route C,text
18278,552,2592,0.15,0.06,neutral,34,Night,19,144.14,Low,Route A,image
17712,928,1685,0.36,0.13,negative,30,Afternoon,105,148.0,High,Route C,image
13641,1071,2588,0.18,0.15,negative,19,Morning,49,97.88,Low,Route C,image
9108,873,1105,0.43,0.14,negative,19,Morning,71,83.29,High,Route A,text
36361,1992,5272,0.26,0.02,positive,47,Afternoon,57,265.9,High,Route C,spam
14624,1417,2513,0.54,0.08,negative,34,Afternoon,59,144.51,High,Route A,text
35914,376,1067,0.43,0.15,negative,32,Morning,90,236.97,High,Route C,spam
31809,601,2087,0.18,0.09,neutral,44,Afternoon,186,214.34,High,Route C,text
29288,1202,5425,0.35,0.01,positive,33,Morning,37,254.6,Low,Route A,spam
26956,169,3054,0.3,0.13,negative,25,Afternoon,39,215.11,Medium,Route C,image
16877,1076,2606,0.38,0.06,neutral,24,Evening,51,162.37,Medium,Route B,spam
5763,248,709,0.23,0.17,negative,10,Night,35,46.41,High,Route C,text
17625,504,1190,0.09,0.22,negative,31,Night,65,106.4,Medium,Route B,image
5794,537,637,0.15,0.02,positive,20,Evening,45,56.74,Medium,Route A,video
35548,1810,3042,0.43,0.09,negative,47,Evening,82,241.15,Medium,Route C,text
29643,2297,5869,0.52,0.04,neutral,36,Afternoon,93,262.35,High,Route C,image
28656,1430,4014,0.43,0.14,negative,39,Night,59,214.7,Medium,Route B,text
7587,93,1142,0.45,0.02,positive,22,Night,16,107.93,Low,Route A,text
27786,2323,1663,0.51,0.05,positive,43,Morning,44,209.03,Medium,Route A,text
43696,506,5470,0.14,0.1,negative,48,Night,36,267.57,Low,Route C,image
43216,1229,4661,0.25,0.03,positive,47,Morning,28,299.98,Low,Route B,text
27851,1888,1526,0.08,0.05,neutral,32,Night,39,148.7,Medium,Route C,text
28671,2063,4280,0.22,0.05,neutral,55,Afternoon,72,206.91,High,Route C,text
25802,517,3591,0.29,0.08,neutral,28,Night,40,208.11,Low,Route A,text
10789,53,1217,0.58,0.03,positive,25,Afternoon,23,121.03,Low,Route C,text
4830,369,257,0.41,0.25,negative,10,Night,38,50.09,High,Route C,text
41616,218,6105,0.39,0.19,negative,73,Night,68,314.13,Low,Route C,text
46116,3645,3041,0.48,0.04,positive,42,Morning,68,306.42,Medium,Route A,spam
30894,2634,3720,0.18,0.09,negative,52,Afternoon,41,193.12,Low,Route A,text
3356,213,505,0.43,0.02,positive,10,Morning,72,77.26,Medium,Route A,text
10212,942,231,0.08,0.04,positive,10,Night,17,76.46,Low,Route B,video
19451,567,1729,0.44,0.18,negative,26,Evening,123,178.47,High,Route C,text
13179,699,1387,0.23,0.14,negative,18,Evening,57,119.62,High,Route C,text
11347,392,1519,0.07,0.1,neutral,28,Evening,29,80.58,Low,Route A,text
15117,1384,1256,0.43,0.09,neutral,32,Afternoon,158,119.28,High,Route C,spam
27947,2085,2839,0.41,0.06,neutral,46,Morning,43,220.48,Medium,Route B,text
32606,1421,4107,0.43,0.15,negative,58,Morning,41,242.72,Low,Route A,text
33475,2762,2005,0.14,0.06,neutral,38,Morning,174,186.83,High,Route C,text
41753,2977,5482,0.31,0.04,positive,57,Afternoon,86,299.5,Medium,Route C,video
39420,686,5941,0.22,0.11,negative,65,Night,37,272.72,Low,Route C,image
1192,50,50,0.45,0.04,positive,10,Afternoon,17,53.85,Low,Route A,spam
27958,2216,3267,0.09,0.03,positive,47,Night,112,182.89,High,Route C,text
48211,714,2371,0.29,0.12,negative,62,Afternoon,104,274.86,High,Route B,text
48959,4809,8844,0.15,0.15,negative,60,Morning,49,333.76,Low,Route B,text
12134,20,355,0.07,0.06,neutral,14,Morning,49,84.43,Medium,Route C,video
34061,1835,689,0.33,0.18,negative,31,Night,79,215.36,Medium,Route A,text
25973,918,3762,0.38,0.02,positive,45,Morning,65,193.64,Medium,Route C,video
29012,2853,4762,0.15,0.03,positive,56,Afternoon,189,209.12,High,Route C,text
7198,123,1048,0.2,0.09,neutral,16,Night,43,69.79,Low,Route A,spam
46750,997,6122,0.44,0.12,negative,63,Evening,24,350.06,Low,Route B,video
4207,262,239,0.22,0.08,neutral,10,Night,16,50.01,Low,Route A,image
25019,2470,3164,0.13,0.17,negative,49,Morning,85,157.83,High,Route B,video
28985,2464,1246,0.05,0.01,positive,29,Morning,138,171.12,High,Route B,text
9257,803,728,0.46,0.18,negative,16,Afternoon,47,80.01,High,Route C,text
17910,1091,770,0.42,0.05,positive,31,Morning,82,146.39,Medium,Route C,text
31161,1235,4352,0.39,0.04,positive,36,Night,122,233.8,High,Route C,text
2682,244,103,0.44,0.12,negative,10,Evening,55,76.03,Medium,Route C,text
21912,927,4131,0.33,0.03,positive,41,Morning,169,191.66,High,Route C,video
14681,1009,2151,0.59,0.24,negative,10,Afternoon,27,154.62,Low,Route B,text
18995,951,724,0.47,0.1,neutral,28,Morning,82,133.98,High,Route C,video
35060,3473,3548,0.12,0.01,positive,42,Night,32,210.76,Low,Route A,image
13840,376,2074,0.07,0.24,negative,13,Night,94,81.91,High,Route C,text
40349,3694,3165,0.2,0.01,positive,48,Morning,109,263.01,High,Route A,text
26736,1273,4240,0.47,0.14,negative,45,Night,66,212.29,High,Route C,spam
41186,3929,1009,0.17,0.04,positive,36,Evening,15,226.65,Low,Route A,text
49472,211,3079,0.35,0.07,neutral,53,Afternoon,85,327.96,Medium,Route C,text
41047,208,4546,0.5,0.03,neutral,65,Night,50,287.91,Medium,Route A,image
31754,128,2966,0.08,0.1,neutral,31,Afternoon,50,206.16,High,Route C,text
29102,2712,3143,0.34,0.02,positive,43,Afternoon,30,203.22,Low,Route A,text
44967,63,3441,0.23,0.07,neutral,53,Evening,67,290.49,Low,Route A,text
47552,3350,5046,0.47,0.01,positive,61,Morning,45,335.32,Medium,Route A,text
24008,882,4392,0.48,0.04,positive,36,Night,49,229.44,Medium,Route B,text
8956,829,1747,0.54,0.09,neutral,10,Morning,107,119.97,High,Route B,text
1963,58,155,0.31,0.22,negative,10,Morning,76,61.72,High,Route C,text
48833,1245,4892,0.48,0.03,neutral,67,Morning,61,330.69,Low,Route A,spam
44198,3979,4173,0.22,0.23,negative,42,Night,137,288.51,High,Route C,text
